artifact_id,study_family,source_id,source_name,source_url,source_version,artifact_reference,selection_status,selection_basis,case_count,condition_evaluation_count,license_policy,content_boundary
ext-art-085,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/memory,metadata_candidate,manifest_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-086,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/sequentialthinking,metadata_candidate,manifest_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-087,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/time,metadata_candidate,manifest_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-088,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/AGENTS.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-089,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/__tests__/prompts.test.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-090,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/__tests__/registrations.test.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-091,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/__tests__/resources.test.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-092,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/__tests__/server.test.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-093,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/__tests__/tools.test.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-094,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/docs/architecture.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-095,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/docs/extension.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-096,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/docs/features.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-097,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/docs/how-it-works.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-098,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/docs/instructions.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-099,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/docs/startup.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-100,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/docs/structure.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-101,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/index.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-102,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/prompts/args.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-103,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/prompts/completions.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-104,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/prompts/index.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-105,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/prompts/resource.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-106,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/prompts/simple.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-107,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/resources/files.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-108,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/resources/index.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-109,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/resources/session.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-110,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/resources/subscriptions.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-111,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/resources/templates.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-112,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/server/index.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-113,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/server/logging.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-114,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/server/roots.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-115,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/tools/echo.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-116,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/tools/get-annotated-message.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-117,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/tools/get-env.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-118,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/tools/get-resource-links.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-119,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/tools/get-resource-reference.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-120,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything/tools/get-roots-list.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-121,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,ui,metadata_candidate,manifest_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-122,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,cmd/mcpcurl,metadata_candidate,readme_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-123,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,docs/installation-guides,metadata_candidate,readme_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-124,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,e2e,metadata_candidate,readme_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-125,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,ui/src/apps/get-me/App.tsx,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-126,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,ui/src/apps/issue-write/App.tsx,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-127,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,ui/src/apps/pr-edit/App.tsx,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-128,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,ui/src/apps/pr-write/App.tsx,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-129,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,ui/src/components/AppProvider.tsx,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-130,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,ui/src/components/FeedbackFooter.tsx,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-131,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,ui/src/components/MarkdownEditor.tsx,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-132,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,ui/src/hooks/useMcpApp.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-133,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,ui/src/vite-env.d.ts,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-134,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,.vscode/launch.json,metadata_candidate,textlike_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-135,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,docs/error-handling.md,metadata_candidate,textlike_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-136,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,docs/feature-flags.md,metadata_candidate,textlike_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-137,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,docs/host-integration.md,metadata_candidate,textlike_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-138,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,docs/insiders-features.md,metadata_candidate,textlike_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-139,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,docs/installation-guides/install-antigravity.md,metadata_candidate,textlike_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-140,mcp_and_tool_recipes,github-mcp-server,GitHub MCP Server,https://github.com/github/github-mcp-server,9430064a2becb382644042ce9fe5752ace1d8409,docs/installation-guides/install-claude.md,metadata_candidate,textlike_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-141,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,.agents/skills/code-change-verification,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-142,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,.agents/skills/docs-sync,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-143,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,.agents/skills/examples-auto-run,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-144,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,.agents/skills/final-release-review,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-145,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,.agents/skills/implementation-strategy,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-146,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,.agents/skills/maintainer-review,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-147,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,.agents/skills/openai-knowledge,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-148,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,.agents/skills/runtime-behavior-probe,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-149,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,.agents/skills/test-coverage-improver,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-150,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,examples/sandbox/docs/skills/credit-note-fixer,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-151,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,examples/sandbox/healthcare_support/skills/prior-auth-packet-builder,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-152,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,examples/sandbox/tutorials/vision_website_clone/skills/playwright,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-153,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,examples/tools/skills/csv-workbench,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-154,agent_workflow_templates,openai-agents-python,OpenAI Agents SDK Python examples,https://github.com/openai/openai-agents-python,92137d222b442df7b2e3daeb984cee45608bb2ca,.agents/references,metadata_candidate,readme_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-155,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/changeset-validation,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-156,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/code-change-verification,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-157,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/docs-sync,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-158,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/examples-auto-run,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-159,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/final-release-review,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-160,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/implementation-strategy,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-161,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/integration-tests,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-162,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/maintainer-review,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-163,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/openai-knowledge,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-164,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/pnpm-upgrade,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-165,agent_workflow_templates,openai-agents-js,OpenAI Agents SDK JS examples,https://github.com/openai/openai-agents-js,ed2d82acfbee8ef984d7a1d1b8705f04f1edb491,.agents/skills/runtime-behavior-probe,metadata_candidate,skill_package_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
