condition_case_id,case_id,artifact_id,source_id,artifact_family_group,case_type,condition,expected_behavior,risk_label,representation_status,execution_status
ext-art-073-risk::original_freeform,ext-art-073-risk,ext-art-073,voltagent-awesome,agent_skills,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-073-risk::skillops_normalized,ext-art-073-risk,ext-art-073,voltagent-awesome,agent_skills,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-073-risk::skillops_ablation,ext-art-073-risk,ext-art-073,voltagent-awesome,agent_skills,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-074-pos::original_freeform,ext-art-074-pos,ext-art-074,voltagent-awesome,agent_skills,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-074-pos::skillops_normalized,ext-art-074-pos,ext-art-074,voltagent-awesome,agent_skills,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-074-pos::skillops_ablation,ext-art-074-pos,ext-art-074,voltagent-awesome,agent_skills,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-074-neg::original_freeform,ext-art-074-neg,ext-art-074,voltagent-awesome,agent_skills,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-074-neg::skillops_normalized,ext-art-074-neg,ext-art-074,voltagent-awesome,agent_skills,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-074-neg::skillops_ablation,ext-art-074-neg,ext-art-074,voltagent-awesome,agent_skills,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-074-bnd::original_freeform,ext-art-074-bnd,ext-art-074,voltagent-awesome,agent_skills,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-074-bnd::skillops_normalized,ext-art-074-bnd,ext-art-074,voltagent-awesome,agent_skills,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-074-bnd::skillops_ablation,ext-art-074-bnd,ext-art-074,voltagent-awesome,agent_skills,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-074-risk::original_freeform,ext-art-074-risk,ext-art-074,voltagent-awesome,agent_skills,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-074-risk::skillops_normalized,ext-art-074-risk,ext-art-074,voltagent-awesome,agent_skills,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-074-risk::skillops_ablation,ext-art-074-risk,ext-art-074,voltagent-awesome,agent_skills,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-075-pos::original_freeform,ext-art-075-pos,ext-art-075,voltagent-awesome,agent_skills,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-075-pos::skillops_normalized,ext-art-075-pos,ext-art-075,voltagent-awesome,agent_skills,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-075-pos::skillops_ablation,ext-art-075-pos,ext-art-075,voltagent-awesome,agent_skills,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-075-neg::original_freeform,ext-art-075-neg,ext-art-075,voltagent-awesome,agent_skills,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-075-neg::skillops_normalized,ext-art-075-neg,ext-art-075,voltagent-awesome,agent_skills,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-075-neg::skillops_ablation,ext-art-075-neg,ext-art-075,voltagent-awesome,agent_skills,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-075-bnd::original_freeform,ext-art-075-bnd,ext-art-075,voltagent-awesome,agent_skills,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-075-bnd::skillops_normalized,ext-art-075-bnd,ext-art-075,voltagent-awesome,agent_skills,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-075-bnd::skillops_ablation,ext-art-075-bnd,ext-art-075,voltagent-awesome,agent_skills,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-075-risk::original_freeform,ext-art-075-risk,ext-art-075,voltagent-awesome,agent_skills,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-075-risk::skillops_normalized,ext-art-075-risk,ext-art-075,voltagent-awesome,agent_skills,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-075-risk::skillops_ablation,ext-art-075-risk,ext-art-075,voltagent-awesome,agent_skills,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-076-pos::original_freeform,ext-art-076-pos,ext-art-076,voltagent-awesome,agent_skills,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-076-pos::skillops_normalized,ext-art-076-pos,ext-art-076,voltagent-awesome,agent_skills,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-076-pos::skillops_ablation,ext-art-076-pos,ext-art-076,voltagent-awesome,agent_skills,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-076-neg::original_freeform,ext-art-076-neg,ext-art-076,voltagent-awesome,agent_skills,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-076-neg::skillops_normalized,ext-art-076-neg,ext-art-076,voltagent-awesome,agent_skills,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-076-neg::skillops_ablation,ext-art-076-neg,ext-art-076,voltagent-awesome,agent_skills,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-076-bnd::original_freeform,ext-art-076-bnd,ext-art-076,voltagent-awesome,agent_skills,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-076-bnd::skillops_normalized,ext-art-076-bnd,ext-art-076,voltagent-awesome,agent_skills,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-076-bnd::skillops_ablation,ext-art-076-bnd,ext-art-076,voltagent-awesome,agent_skills,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-076-risk::original_freeform,ext-art-076-risk,ext-art-076,voltagent-awesome,agent_skills,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-076-risk::skillops_normalized,ext-art-076-risk,ext-art-076,voltagent-awesome,agent_skills,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-076-risk::skillops_ablation,ext-art-076-risk,ext-art-076,voltagent-awesome,agent_skills,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-077-pos::original_freeform,ext-art-077-pos,ext-art-077,voltagent-awesome,agent_skills,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-077-pos::skillops_normalized,ext-art-077-pos,ext-art-077,voltagent-awesome,agent_skills,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-077-pos::skillops_ablation,ext-art-077-pos,ext-art-077,voltagent-awesome,agent_skills,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-077-neg::original_freeform,ext-art-077-neg,ext-art-077,voltagent-awesome,agent_skills,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-077-neg::skillops_normalized,ext-art-077-neg,ext-art-077,voltagent-awesome,agent_skills,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-077-neg::skillops_ablation,ext-art-077-neg,ext-art-077,voltagent-awesome,agent_skills,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-077-bnd::original_freeform,ext-art-077-bnd,ext-art-077,voltagent-awesome,agent_skills,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-077-bnd::skillops_normalized,ext-art-077-bnd,ext-art-077,voltagent-awesome,agent_skills,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-077-bnd::skillops_ablation,ext-art-077-bnd,ext-art-077,voltagent-awesome,agent_skills,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-077-risk::original_freeform,ext-art-077-risk,ext-art-077,voltagent-awesome,agent_skills,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-077-risk::skillops_normalized,ext-art-077-risk,ext-art-077,voltagent-awesome,agent_skills,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-077-risk::skillops_ablation,ext-art-077-risk,ext-art-077,voltagent-awesome,agent_skills,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-078-pos::original_freeform,ext-art-078-pos,ext-art-078,voltagent-awesome,agent_skills,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-078-pos::skillops_normalized,ext-art-078-pos,ext-art-078,voltagent-awesome,agent_skills,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-078-pos::skillops_ablation,ext-art-078-pos,ext-art-078,voltagent-awesome,agent_skills,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-078-neg::original_freeform,ext-art-078-neg,ext-art-078,voltagent-awesome,agent_skills,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-078-neg::skillops_normalized,ext-art-078-neg,ext-art-078,voltagent-awesome,agent_skills,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-078-neg::skillops_ablation,ext-art-078-neg,ext-art-078,voltagent-awesome,agent_skills,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-078-bnd::original_freeform,ext-art-078-bnd,ext-art-078,voltagent-awesome,agent_skills,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-078-bnd::skillops_normalized,ext-art-078-bnd,ext-art-078,voltagent-awesome,agent_skills,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-078-bnd::skillops_ablation,ext-art-078-bnd,ext-art-078,voltagent-awesome,agent_skills,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-078-risk::original_freeform,ext-art-078-risk,ext-art-078,voltagent-awesome,agent_skills,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-078-risk::skillops_normalized,ext-art-078-risk,ext-art-078,voltagent-awesome,agent_skills,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-078-risk::skillops_ablation,ext-art-078-risk,ext-art-078,voltagent-awesome,agent_skills,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-079-pos::original_freeform,ext-art-079-pos,ext-art-079,voltagent-awesome,agent_skills,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-079-pos::skillops_normalized,ext-art-079-pos,ext-art-079,voltagent-awesome,agent_skills,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-079-pos::skillops_ablation,ext-art-079-pos,ext-art-079,voltagent-awesome,agent_skills,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-079-neg::original_freeform,ext-art-079-neg,ext-art-079,voltagent-awesome,agent_skills,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-079-neg::skillops_normalized,ext-art-079-neg,ext-art-079,voltagent-awesome,agent_skills,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-079-neg::skillops_ablation,ext-art-079-neg,ext-art-079,voltagent-awesome,agent_skills,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-079-bnd::original_freeform,ext-art-079-bnd,ext-art-079,voltagent-awesome,agent_skills,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-079-bnd::skillops_normalized,ext-art-079-bnd,ext-art-079,voltagent-awesome,agent_skills,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-079-bnd::skillops_ablation,ext-art-079-bnd,ext-art-079,voltagent-awesome,agent_skills,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-079-risk::original_freeform,ext-art-079-risk,ext-art-079,voltagent-awesome,agent_skills,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-079-risk::skillops_normalized,ext-art-079-risk,ext-art-079,voltagent-awesome,agent_skills,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-079-risk::skillops_ablation,ext-art-079-risk,ext-art-079,voltagent-awesome,agent_skills,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-080-pos::original_freeform,ext-art-080-pos,ext-art-080,voltagent-awesome,agent_skills,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-080-pos::skillops_normalized,ext-art-080-pos,ext-art-080,voltagent-awesome,agent_skills,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-080-pos::skillops_ablation,ext-art-080-pos,ext-art-080,voltagent-awesome,agent_skills,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-080-neg::original_freeform,ext-art-080-neg,ext-art-080,voltagent-awesome,agent_skills,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-080-neg::skillops_normalized,ext-art-080-neg,ext-art-080,voltagent-awesome,agent_skills,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-080-neg::skillops_ablation,ext-art-080-neg,ext-art-080,voltagent-awesome,agent_skills,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-080-bnd::original_freeform,ext-art-080-bnd,ext-art-080,voltagent-awesome,agent_skills,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-080-bnd::skillops_normalized,ext-art-080-bnd,ext-art-080,voltagent-awesome,agent_skills,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-080-bnd::skillops_ablation,ext-art-080-bnd,ext-art-080,voltagent-awesome,agent_skills,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-080-risk::original_freeform,ext-art-080-risk,ext-art-080,voltagent-awesome,agent_skills,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-080-risk::skillops_normalized,ext-art-080-risk,ext-art-080,voltagent-awesome,agent_skills,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-080-risk::skillops_ablation,ext-art-080-risk,ext-art-080,voltagent-awesome,agent_skills,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-081-pos::original_freeform,ext-art-081-pos,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-081-pos::skillops_normalized,ext-art-081-pos,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-081-pos::skillops_ablation,ext-art-081-pos,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-081-neg::original_freeform,ext-art-081-neg,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-081-neg::skillops_normalized,ext-art-081-neg,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-081-neg::skillops_ablation,ext-art-081-neg,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-081-bnd::original_freeform,ext-art-081-bnd,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-081-bnd::skillops_normalized,ext-art-081-bnd,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-081-bnd::skillops_ablation,ext-art-081-bnd,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-081-risk::original_freeform,ext-art-081-risk,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-081-risk::skillops_normalized,ext-art-081-risk,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-081-risk::skillops_ablation,ext-art-081-risk,ext-art-081,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-082-pos::original_freeform,ext-art-082-pos,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-082-pos::skillops_normalized,ext-art-082-pos,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-082-pos::skillops_ablation,ext-art-082-pos,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-082-neg::original_freeform,ext-art-082-neg,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-082-neg::skillops_normalized,ext-art-082-neg,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-082-neg::skillops_ablation,ext-art-082-neg,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-082-bnd::original_freeform,ext-art-082-bnd,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-082-bnd::skillops_normalized,ext-art-082-bnd,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-082-bnd::skillops_ablation,ext-art-082-bnd,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-082-risk::original_freeform,ext-art-082-risk,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-082-risk::skillops_normalized,ext-art-082-risk,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-082-risk::skillops_ablation,ext-art-082-risk,ext-art-082,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-083-pos::original_freeform,ext-art-083-pos,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-083-pos::skillops_normalized,ext-art-083-pos,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-083-pos::skillops_ablation,ext-art-083-pos,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-083-neg::original_freeform,ext-art-083-neg,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-083-neg::skillops_normalized,ext-art-083-neg,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-083-neg::skillops_ablation,ext-art-083-neg,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-083-bnd::original_freeform,ext-art-083-bnd,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-083-bnd::skillops_normalized,ext-art-083-bnd,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-083-bnd::skillops_ablation,ext-art-083-bnd,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-083-risk::original_freeform,ext-art-083-risk,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-083-risk::skillops_normalized,ext-art-083-risk,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-083-risk::skillops_ablation,ext-art-083-risk,ext-art-083,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-084-pos::original_freeform,ext-art-084-pos,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-084-pos::skillops_normalized,ext-art-084-pos,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-084-pos::skillops_ablation,ext-art-084-pos,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-084-neg::original_freeform,ext-art-084-neg,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-084-neg::skillops_normalized,ext-art-084-neg,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-084-neg::skillops_ablation,ext-art-084-neg,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-084-bnd::original_freeform,ext-art-084-bnd,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-084-bnd::skillops_normalized,ext-art-084-bnd,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-084-bnd::skillops_ablation,ext-art-084-bnd,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-084-risk::original_freeform,ext-art-084-risk,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-084-risk::skillops_normalized,ext-art-084-risk,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-084-risk::skillops_ablation,ext-art-084-risk,ext-art-084,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-085-pos::original_freeform,ext-art-085-pos,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-085-pos::skillops_normalized,ext-art-085-pos,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-085-pos::skillops_ablation,ext-art-085-pos,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-085-neg::original_freeform,ext-art-085-neg,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-085-neg::skillops_normalized,ext-art-085-neg,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-085-neg::skillops_ablation,ext-art-085-neg,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-085-bnd::original_freeform,ext-art-085-bnd,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-085-bnd::skillops_normalized,ext-art-085-bnd,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-085-bnd::skillops_ablation,ext-art-085-bnd,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-085-risk::original_freeform,ext-art-085-risk,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-085-risk::skillops_normalized,ext-art-085-risk,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-085-risk::skillops_ablation,ext-art-085-risk,ext-art-085,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-086-pos::original_freeform,ext-art-086-pos,ext-art-086,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-086-pos::skillops_normalized,ext-art-086-pos,ext-art-086,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-086-pos::skillops_ablation,ext-art-086-pos,ext-art-086,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-086-neg::original_freeform,ext-art-086-neg,ext-art-086,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-086-neg::skillops_normalized,ext-art-086-neg,ext-art-086,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-086-neg::skillops_ablation,ext-art-086-neg,ext-art-086,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-086-bnd::original_freeform,ext-art-086-bnd,ext-art-086,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
